movie,actor,rank,studio,bday,male,release_date,production_budget,domestic_gross,worldwide_gross
Last Action Hero,Danny DeVito,-,Col.,1944-11-17,1.0,1993-06-18,85000000.0,50016394.0,137298489.0
Last Action Hero,Ian McKellen,-,Col.,1939-05-25,1.0,1993-06-18,85000000.0,50016394.0,137298489.0
Last Action Hero,Sharon Stone,-,Col.,1958-03-10,0.0,1993-06-18,85000000.0,50016394.0,137298489.0
Last Holiday,Queen Latifah,18,Par.,1970-03-18,0.0,2006-01-13,45000000.0,38399961.0,43343247.0
Last Man Standing,Bruce Willis,41,NL,1955-03-19,1.0,1996-09-20,67000000.0,18100017.0,18100017.0
Last Man Standing,Christopher Walken,21,NL,1943-03-31,1.0,1996-09-20,67000000.0,18100017.0,18100017.0
Last Man Standing,Leslie Mann,18,NL,1972-03-26,0.0,1996-09-20,67000000.0,18100017.0,18100017.0
Last Orders,Helen Mirren,29,SPC,1945-07-26,0.0,2002-02-15,12000000.0,2326407.0,2326407.0
Last Orders,Michael Caine,45,SPC,1933-03-14,1.0,2002-02-15,12000000.0,2326407.0,2326407.0
Last Vegas,Kevin Kline,13,CBS,1947-10-24,1.0,2013-01-28,28000000.0,63914167.0,112914167.0
Last Vegas,Michael Douglas,20,CBS,1944-09-25,1.0,2013-01-28,28000000.0,63914167.0,112914167.0
Last Vegas,Morgan Freeman,28,CBS,1937-06-01,1.0,2013-01-28,28000000.0,63914167.0,112914167.0
Last Vegas,Robert DeNiro,30,CBS,1943-08-17,1.0,2013-01-28,28000000.0,63914167.0,112914167.0
Law Abiding Citizen,Gerard Butler,7,Over.,1969-11-13,1.0,2009-10-16,53000000.0,73357727.0,131159781.0
Law Abiding Citizen,Jamie Foxx,16,Over.,1967-12-13,1.0,2009-10-16,53000000.0,73357727.0,131159781.0
Law Abiding Citizen,Viola Davis,5,Over.,1965-08-11,0.0,2009-10-16,53000000.0,73357727.0,131159781.0
Lawless,Dane DeHaan,-,Wein.,1986-02-06,1.0,2012-08-29,26000000.0,37397291.0,54393637.0
Lawless,Gary Oldman,18,Wein.,1958-03-21,1.0,2012-08-29,26000000.0,37397291.0,54393637.0
Lawless,Guy Pearce,9,Wein.,1967-10-05,1.0,2012-08-29,26000000.0,37397291.0,54393637.0
Lawless,Jessica Chastain,7,Wein.,1977-03-24,0.0,2012-08-29,26000000.0,37397291.0,54393637.0
Lawless,Shia LaBeouf,13,Wein.,1986-06-11,1.0,2012-08-29,26000000.0,37397291.0,54393637.0
Lawless,Tom Hardy,7,Wein.,1977-09-15,1.0,2012-08-29,26000000.0,37397291.0,54393637.0
Laws of Attraction,Julianne Moore,22,NL,1960-12-03,0.0,2004-04-30,32000000.0,17848322.0,29948322.0
Laws of Attraction,Michael Sheen,12,NL,1969-02-05,1.0,2004-04-30,32000000.0,17848322.0,29948322.0
Laws of Attraction,Parker Posey,8,NL,1968-11-08,0.0,2004-04-30,32000000.0,17848322.0,29948322.0
Laws of Attraction,Pierce Brosnan,19,NL,1953-05-16,1.0,2004-04-30,32000000.0,17848322.0,29948322.0
Layer Cake,Ben Whishaw,9,SPC,1980-10-14,1.0,2005-05-13,6500000.0,2338695.0,11744669.0
Layer Cake,Daniel Craig,17,SPC,1968-03-02,1.0,2005-05-13,6500000.0,2338695.0,11744669.0
Layer Cake,Sally Hawkins,7,SPC,1976-04-27,0.0,2005-05-13,6500000.0,2338695.0,11744669.0
Layer Cake,Tom Hardy,12,SPC,1977-09-15,1.0,2005-05-13,6500000.0,2338695.0,11744669.0
Leap Year,Amy Adams,16,Uni.,1974-08-20,0.0,2010-01-08,19000000.0,25918920.0,32618920.0
Leap Year,Matthew Goode,4,Uni.,1978-04-03,1.0,2010-01-08,19000000.0,25918920.0,32618920.0
Leatherheads,George Clooney,24,Uni.,1961-05-06,1.0,2008-04-04,58000000.0,31230175.0,41204865.0
Leatherheads,John Krasinski,6,Uni.,1979-10-20,1.0,2008-04-04,58000000.0,31230175.0,41204865.0
Leatherheads,Jonathan Pryce,-,Uni.,1947-06-01,1.0,2008-04-04,58000000.0,31230175.0,41204865.0
Leatherheads,Renee Zellweger,12,Uni.,1969-04-25,0.0,2008-04-04,58000000.0,31230175.0,41204865.0
Leaves of Grass,Edward Norton,23,First,1969-08-18,1.0,2010-04-02,9000000.0,70066.0,85527.0
Leaves of Grass,Susan Sarandon,57,First,1946-10-04,0.0,2010-04-02,9000000.0,70066.0,85527.0
Leaves of Grass,Ty Burrell,-,First,1967-08-22,1.0,2010-04-02,9000000.0,70066.0,85527.0
Leaving Las Vegas,Nicolas Cage,19,MGM,1964-01-07,1.0,1995-10-27,4000000.0,31921127.0,49737350.0
Lee Daniels' The Butler,Alan Rickman,6,Wein.,1946-02-21,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,Alex Pettyfer,-,Wein.,1990-04-10,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,"Cuba Gooding, Jr.",5,Wein.,1968-01-02,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,David Oyelowo,2,Wein.,1976-04-01,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,Forest Whitaker,7,Wein.,1961-07-15,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,James Marsden,8,Wein.,1973-09-18,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,John Cusack,4,Wein.,1966-06-28,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,Lenny Kravitz,3,Wein.,1964-05-26,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,Liev Schreiber,6,Wein.,1967-10-04,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,Minka Kelly,-,Wein.,1980-06-24,0.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,Robin Williams,16,Wein.,1951-07-21,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Lee Daniels' The Butler,Terrence Howard,4,Wein.,1969-03-11,1.0,2013-08-16,30000000.0,116632095.0,177025498.0
Left Behind,Nicolas Cage,44,Free,1964-01-07,1.0,2014-10-03,16000000.0,14019924.0,20769209.0
Legal Eagles,Robert Redford,13,Uni.,1936-08-18,1.0,1986-06-18,40000000.0,46210024.0,46210024.0
Legally Blonde,Ali Larter,1,MGM,1976-02-28,0.0,2001-07-13,18000000.0,96493426.0,141809235.0
Legally Blonde,Jennifer Coolidge,1,MGM,1961-08-28,0.0,2001-07-13,18000000.0,96493426.0,141809235.0
Legally Blonde,Luke Wilson,1,MGM,1971-09-21,1.0,2001-07-13,18000000.0,96493426.0,141809235.0
Legally Blonde,Reese Witherspoon,4,MGM,1976-03-22,0.0,2001-07-13,18000000.0,96493426.0,141809235.0
Legend,Tom Cruise,33,Uni.,1962-07-03,1.0,1986-04-18,25000000.0,15502112.0,23506237.0
Legend of the Guardians: The Owls of Ga'Hoole,Abbie Cornish,3,WB,1982-08-07,0.0,2010-09-24,100000000.0,55675313.0,139716717.0
Legend of the Guardians: The Owls of Ga'Hoole,Geoffrey Rush,9,WB,1951-07-06,1.0,2010-09-24,100000000.0,55675313.0,139716717.0
Legend of the Guardians: The Owls of Ga'Hoole,Helen Mirren,9,WB,1945-07-26,0.0,2010-09-24,100000000.0,55675313.0,139716717.0
Legend of the Guardians: The Owls of Ga'Hoole,Hugo Weaving,12,WB,1960-04-04,1.0,2010-09-24,100000000.0,55675313.0,139716717.0
Legend of the Guardians: The Owls of Ga'Hoole,Jim Sturgess,2,WB,1978-05-16,1.0,2010-09-24,100000000.0,55675313.0,139716717.0
Legends of the Fall,Anthony Hopkins,10,Sony,1937-12-31,1.0,1994-12-23,30000000.0,66484854.0,160484854.0
Legends of the Fall,Brad Pitt,12,Sony,1963-12-18,1.0,1994-12-23,30000000.0,66484854.0,160484854.0
Legion,Dennis Quaid,25,SGem,1954-04-09,1.0,2010-01-22,26000000.0,40122938.0,67602432.0
Legion,Lucas Black,7,SGem,1982-11-29,1.0,2010-01-22,26000000.0,40122938.0,67602432.0
Legion,Paul Bettany,9,SGem,1971-05-27,1.0,2010-01-22,26000000.0,40122938.0,67602432.0
Legion,Tyrese Gibson,11,SGem,1978-12-30,1.0,2010-01-22,26000000.0,40122938.0,67602432.0
Lemony Snicket's A Series of Unfortunate Events,Cedric the Entertainer,-,Par.,1964-04-24,1.0,2004-12-17,100000000.0,118627117.0,212956024.0
Lemony Snicket's A Series of Unfortunate Events,Emily Browning,1,Par.,1988-12-07,0.0,2004-12-17,100000000.0,118627117.0,212956024.0
Lemony Snicket's A Series of Unfortunate Events,Jamie Harris,-,Par.,1979-06-28,1.0,2004-12-17,100000000.0,118627117.0,212956024.0
Lemony Snicket's A Series of Unfortunate Events,Jim Carrey,10,Par.,1962-01-17,1.0,2004-12-17,100000000.0,118627117.0,212956024.0
Lemony Snicket's A Series of Unfortunate Events,Jude Law,3,Par.,1972-12-29,1.0,2004-12-17,100000000.0,118627117.0,212956024.0
Lemony Snicket's A Series of Unfortunate Events,Meryl Streep,6,Par.,1949-06-22,0.0,2004-12-17,100000000.0,118627117.0,212956024.0
Les Miserables,Amanda Seyfried,2,Uni.,1985-12-03,0.0,2012-12-25,65000000.0,148809770.0,442169052.0
Les Miserables,Anne Hathaway,6,Uni.,1982-11-12,0.0,2012-12-25,65000000.0,148809770.0,442169052.0
Les Miserables,Eddie Redmayne,1,Uni.,1982-01-06,1.0,2012-12-25,65000000.0,148809770.0,442169052.0
Les Miserables,Helena Bonham Carter,8,Uni.,1966-05-26,0.0,2012-12-25,65000000.0,148809770.0,442169052.0
Les Miserables,Hugh Jackman,8,Uni.,1968-10-12,1.0,2012-12-25,65000000.0,148809770.0,442169052.0
Les Miserables,Russell Crowe,5,Uni.,1964-04-07,1.0,2012-12-25,65000000.0,148809770.0,442169052.0
Les Miserables,Sacha Baron Cohen,6,Uni.,1971-10-13,1.0,2012-12-25,65000000.0,148809770.0,442169052.0
Let Me In,Chloe Moretz,14,Over.,1997-02-10,0.0,2010-10-01,20000000.0,12134935.0,28270399.0
Lethal Weapon,Danny Glover,6,WB,1946-07-22,1.0,1987-03-06,15000000.0,59932279.0,114932279.0
Lethal Weapon,Mel Gibson,12,WB,1956-01-03,1.0,1987-03-06,15000000.0,59932279.0,114932279.0
Lethal Weapon 3,Danny Glover,2,WB,1946-07-22,1.0,1992-05-15,35000000.0,139799547.0,314768020.0
Lethal Weapon 3,Mel Gibson,3,WB,1956-01-03,1.0,1992-05-15,35000000.0,139799547.0,314768020.0
Lethal Weapon 3,Rene Russo,1,WB,1954-02-17,0.0,1992-05-15,35000000.0,139799547.0,314768020.0
Lethal Weapon 4,Chris Rock,2,WB,1965-02-07,1.0,1998-07-10,140000000.0,129734803.0,284690200.0
Lethal Weapon 4,Danny Glover,3,WB,1946-07-22,1.0,1998-07-10,140000000.0,129734803.0,284690200.0
Lethal Weapon 4,Jet Li,1,WB,1963-04-26,1.0,1998-07-10,140000000.0,129734803.0,284690200.0
Lethal Weapon 4,Mel Gibson,6,WB,1956-01-03,1.0,1998-07-10,140000000.0,129734803.0,284690200.0
Lethal Weapon 4,Rene Russo,3,WB,1954-02-17,0.0,1998-07-10,140000000.0,129734803.0,284690200.0
Letters to Juliet,Amanda Seyfried,7,Sum.,1985-12-03,0.0,2010-05-14,30000000.0,53032453.0,82148538.0
Liar Liar,Cary Elwes,2,Uni.,1962-10-26,1.0,1997-03-21,45000000.0,181395380.0,302695380.0
Liar Liar,Jim Carrey,4,Uni.,1962-01-17,1.0,1997-03-21,45000000.0,181395380.0,302695380.0
Licence to Kill,Benicio Del Toro,4,UA,1967-02-19,1.0,1989-07-14,42000000.0,33197509.0,154697509.0
License to Wed,John Krasinski,3,WB,1979-10-20,1.0,2007-07-03,35000000.0,43799818.0,70187088.0
License to Wed,Mandy Moore,4,WB,1984-04-10,0.0,2007-07-03,35000000.0,43799818.0,70187088.0
License to Wed,Mindy Kaling,3,WB,1979-06-24,0.0,2007-07-03,35000000.0,43799818.0,70187088.0
License to Wed,Robin Williams,30,WB,1951-07-21,1.0,2007-07-03,35000000.0,43799818.0,70187088.0
Life,Bernie Mac,-,Uni.,1957-10-05,1.0,1999-04-16,75000000.0,64016268.0,73475268.0
Life,Eddie Murphy,24,Uni.,1961-04-03,1.0,1999-04-16,75000000.0,64016268.0,73475268.0
Life,Martin Lawrence,8,Uni.,1965-04-16,1.0,1999-04-16,75000000.0,64016268.0,73475268.0
Life,Sanaa Lathan,-,Uni.,1971-09-19,0.0,1999-04-16,75000000.0,64016268.0,73475268.0
Life as We Know It,Josh Duhamel,6,WB,1972-11-14,1.0,2010-10-08,38000000.0,53374681.0,105887837.0
Life as We Know It,Josh Lucas,7,WB,1971-06-20,1.0,2010-10-08,38000000.0,53374681.0,105887837.0
Life as We Know It,Katherine Heigl,8,WB,1978-11-24,0.0,2010-10-08,38000000.0,53374681.0,105887837.0
Life as We Know It,Melissa McCarthy,-,WB,1970-08-26,0.0,2010-10-08,38000000.0,53374681.0,105887837.0
Life as a House,Hayden Christensen,5,NL,1981-04-19,1.0,2001-10-26,18000000.0,15652637.0,23889158.0
Life as a House,Jena Malone,7,NL,1984-11-21,0.0,2001-10-26,18000000.0,15652637.0,23889158.0
Life as a House,Kevin Kline,20,NL,1947-10-24,1.0,2001-10-26,18000000.0,15652637.0,23889158.0
Life of Pi,Irrfan Khan,4,Fox,1967-01-07,1.0,2012-11-21,120000000.0,124987022.0,607987022.0
Life of Pi,Suraj Sharma,1,Fox,1993-03-21,1.0,2012-11-21,120000000.0,124987022.0,607987022.0
"Life, or Something Like It",Angelina Jolie,22,Fox,1975-06-04,0.0,2002-04-26,40000000.0,14448589.0,14448589.0
Lifeforce,Patrick Stewart,10,TriS,1940-07-13,1.0,1985-06-21,25000000.0,11603545.0,11603545.0
Light Sleeper,David Spade,-,FL,1964-07-22,1.0,1992-09-21,5000000.0,1050861.0,1050861.0
Light Sleeper,Sam Rockwell,-,FL,1968-11-05,1.0,1992-09-21,5000000.0,1050861.0,1050861.0
Light Sleeper,Susan Sarandon,51,FL,1946-10-04,0.0,1992-09-21,5000000.0,1050861.0,1050861.0
Light Sleeper,Willem Dafoe,37,FL,1955-07-22,1.0,1992-09-21,5000000.0,1050861.0,1050861.0
Like Crazy,Felicity Jones,3,ParV,1983-10-17,0.0,2011-10-28,250000.0,3395391.0,3731489.0
Like Crazy,Jennifer Lawrence,12,ParV,1990-08-15,0.0,2011-10-28,250000.0,3395391.0,3731489.0
Limitless,Abbie Cornish,1,Rela.,1982-08-07,0.0,2011-03-18,27000000.0,79249455.0,155564919.0
Limitless,Anna Friel,1,Rela.,1976-07-12,0.0,2011-03-18,27000000.0,79249455.0,155564919.0
Limitless,Bradley Cooper,13,Rela.,1975-01-05,1.0,2011-03-18,27000000.0,79249455.0,155564919.0
Limitless,Robert DeNiro,18,Rela.,1943-08-17,1.0,2011-03-18,27000000.0,79249455.0,155564919.0
Lincoln,Dane DeHaan,-,BV,1986-02-06,1.0,2012-11-09,65000000.0,182207973.0,273346281.0
Lincoln,David Oyelowo,-,BV,1976-04-01,1.0,2012-11-09,65000000.0,182207973.0,273346281.0
Lincoln,Jackie Earle Haley,-,BV,1961-07-14,1.0,2012-11-09,65000000.0,182207973.0,273346281.0
Lincoln,Jared Harris,-,BV,1961-08-24,1.0,2012-11-09,65000000.0,182207973.0,273346281.0
Lincoln,Lukas Haas,-,BV,1976-04-16,1.0,2012-11-09,65000000.0,182207973.0,273346281.0
Lincoln,Sally Field,8,BV,1946-11-06,0.0,2012-11-09,65000000.0,182207973.0,273346281.0
Lincoln,Tommy Lee Jones,7,BV,1946-09-15,1.0,2012-11-09,65000000.0,182207973.0,273346281.0
Lions for Lambs,Andrew Garfield,4,UA,1983-08-20,1.0,2007-11-09,35000000.0,14998070.0,63211088.0
Lions for Lambs,Derek Luke,11,UA,1974-04-24,1.0,2007-11-09,35000000.0,14998070.0,63211088.0
Lions for Lambs,Meryl Streep,39,UA,1949-06-22,0.0,2007-11-09,35000000.0,14998070.0,63211088.0
Lions for Lambs,Peter Berg,4,UA,1962-03-11,1.0,2007-11-09,35000000.0,14998070.0,63211088.0
Lions for Lambs,Robert Redford,24,UA,1936-08-18,1.0,2007-11-09,35000000.0,14998070.0,63211088.0
Lions for Lambs,Tom Cruise,35,UA,1962-07-03,1.0,2007-11-09,35000000.0,14998070.0,63211088.0
Little Black Book,Brittany Murphy,11,SonR,1977-11-10,0.0,2004-08-06,30000000.0,20422207.0,21758371.0
Little Black Book,Holly Hunter,12,SonR,1958-03-20,0.0,2004-08-06,30000000.0,20422207.0,21758371.0
Little Black Book,Kathy Bates,26,SonR,1948-06-28,0.0,2004-08-06,30000000.0,20422207.0,21758371.0
Little Black Book,Rashida Jones,5,SonR,1976-02-25,0.0,2004-08-06,30000000.0,20422207.0,21758371.0
Little Black Book,Ron Livingston,6,SonR,1967-06-05,1.0,2004-08-06,30000000.0,20422207.0,21758371.0
Little Boy,Kevin James,13,ORF,1965-04-26,1.0,2015-04-24,20000000.0,6485961.0,7965983.0
Little Boy,Tom Wilkinson,29,ORF,1948-02-05,1.0,2015-04-24,20000000.0,6485961.0,7965983.0
Little Children,Jackie Earle Haley,13,NL,1961-07-14,1.0,2006-10-06,14000000.0,5463019.0,14121177.0
Little Children,Jennifer Connelly,20,NL,1970-12-12,0.0,2006-10-06,14000000.0,5463019.0,14121177.0
Little Children,Kate Winslet,21,NL,1975-10-05,0.0,2006-10-06,14000000.0,5463019.0,14121177.0
Little Fockers,Barbra Streisand,7,Uni.,1942-04-24,0.0,2010-12-22,100000000.0,148438600.0,310650574.0
Little Fockers,Ben Stiller,9,Uni.,1965-11-30,1.0,2010-12-22,100000000.0,148438600.0,310650574.0
Little Fockers,Dustin Hoffman,13,Uni.,1937-08-08,1.0,2010-12-22,100000000.0,148438600.0,310650574.0
Little Fockers,Jessica Alba,3,Uni.,1981-04-28,0.0,2010-12-22,100000000.0,148438600.0,310650574.0
Little Fockers,Kevin Hart,-,Uni.,1979-07-06,1.0,2010-12-22,100000000.0,148438600.0,310650574.0
Little Fockers,Owen Wilson,7,Uni.,1968-11-18,1.0,2010-12-22,100000000.0,148438600.0,310650574.0
Little Fockers,Robert DeNiro,9,Uni.,1943-08-17,1.0,2010-12-22,100000000.0,148438600.0,310650574.0
Little Man,Marlon Wayans,6,SonR,1972-07-23,1.0,2006-07-14,64000000.0,58295702.0,101295702.0
Little Man,Rob Schneider,-,SonR,1963-10-31,1.0,2006-07-14,64000000.0,58295702.0,101295702.0
Little Man,Shawn Wayans,4,SonR,1971-01-19,1.0,2006-07-14,64000000.0,58295702.0,101295702.0
Little Man,Tracy Morgan,2,SonR,1968-11-10,1.0,2006-07-14,64000000.0,58295702.0,101295702.0
Little Miss Sunshine,Abigail Breslin,6,FoxS,1996-04-14,0.0,2006-07-26,8000000.0,59891098.0,100642353.0
Little Miss Sunshine,Bryan Cranston,-,FoxS,1956-03-07,1.0,2006-07-26,8000000.0,59891098.0,100642353.0
Little Miss Sunshine,Greg Kinnear,7,FoxS,1963-06-17,1.0,2006-07-26,8000000.0,59891098.0,100642353.0
Little Miss Sunshine,Paul Dano,4,FoxS,1984-06-19,1.0,2006-07-26,8000000.0,59891098.0,100642353.0
Little Miss Sunshine,Steve Carell,14,FoxS,1962-08-16,1.0,2006-07-26,8000000.0,59891098.0,100642353.0
Little Miss Sunshine,Toni Collette,5,FoxS,1972-11-01,0.0,2006-07-26,8000000.0,59891098.0,100642353.0
Little Nicky,Adam Sandler,20,NL,1966-09-09,1.0,2000-11-10,80000000.0,39442871.0,58270391.0
Little Nicky,Quentin Tarantino,-,NL,1963-03-27,1.0,2000-11-10,80000000.0,39442871.0,58270391.0
Little Nicky,Reese Witherspoon,-,NL,1976-03-22,0.0,2000-11-10,80000000.0,39442871.0,58270391.0
Little Nicky,Rhys Ifans,4,NL,1967-07-22,1.0,2000-11-10,80000000.0,39442871.0,58270391.0
Little Nicky,Rob Schneider,-,NL,1963-10-31,1.0,2000-11-10,80000000.0,39442871.0,58270391.0
Little Shop of Horrors,Bill Murray,-,WB,1950-09-21,1.0,1986-12-19,30000000.0,38747385.0,38747385.0
Little Shop of Horrors,Steve Martin,18,WB,1945-08-14,1.0,1986-12-19,30000000.0,38747385.0,38747385.0
Little Voice,Ewan McGregor,26,Mira.,1971-03-31,1.0,1998-12-04,6000000.0,4595000.0,21787233.0
Little Voice,Jim Broadbent,24,Mira.,1949-05-24,1.0,1998-12-04,6000000.0,4595000.0,21787233.0
Little Voice,Michael Caine,41,Mira.,1933-03-14,1.0,1998-12-04,6000000.0,4595000.0,21787233.0
Little Women,Christian Bale,9,Sony,1974-01-30,1.0,1994-12-21,15000000.0,50003303.0,50003303.0
Little Women,Claire Danes,2,Sony,1979-04-12,0.0,1994-12-21,15000000.0,50003303.0,50003303.0
Little Women,Kirsten Dunst,8,Sony,1982-04-30,0.0,1994-12-21,15000000.0,50003303.0,50003303.0
Little Women,Susan Sarandon,8,Sony,1946-10-04,0.0,1994-12-21,15000000.0,50003303.0,50003303.0
Little Women,Winona Ryder,6,Sony,1971-10-29,0.0,1994-12-21,15000000.0,50003303.0,50003303.0
Live Free or Die Hard,Bruce Willis,9,Fox,1955-03-19,1.0,2007-06-27,110000000.0,134529403.0,382288147.0
Live Free or Die Hard,Justin Long,3,Fox,1978-06-02,1.0,2007-06-27,110000000.0,134529403.0,382288147.0
Live Free or Die Hard,Kevin Smith,1,Fox,1970-08-02,1.0,2007-06-27,110000000.0,134529403.0,382288147.0
Live Free or Die Hard,Mary Elizabeth Winstead,1,Fox,1984-11-28,0.0,2007-06-27,110000000.0,134529403.0,382288147.0
Live Free or Die Hard,Timothy Olyphant,2,Fox,1968-05-20,1.0,2007-06-27,110000000.0,134529403.0,382288147.0
Living Out Loud,Danny DeVito,30,NL,1944-11-17,1.0,1998-10-30,12000000.0,12902790.0,12902790.0
Living Out Loud,Holly Hunter,13,NL,1958-03-20,0.0,1998-10-30,12000000.0,12902790.0,12902790.0
Living Out Loud,Martin Donovan,4,NL,1957-08-19,1.0,1998-10-30,12000000.0,12902790.0,12902790.0
Living Out Loud,Queen Latifah,27,NL,1970-03-18,0.0,1998-10-30,12000000.0,12902790.0,12902790.0
Loaded Weapon 1,Charlie Sheen,-,NL,1965-09-03,1.0,1993-02-05,13000000.0,25726318.0,25726318.0
Loaded Weapon 1,Denise Richards,-,NL,1971-02-17,0.0,1993-02-05,13000000.0,25726318.0,25726318.0
Loaded Weapon 1,Samuel L. Jackson,30,NL,1948-12-21,1.0,1993-02-05,13000000.0,25726318.0,25726318.0
"Lock, Stock and Two Smoking Barrels",Jason Statham,24,Gram.,1967-07-26,1.0,1999-03-05,1350000.0,3714067.0,28172686.0
Lockout,Guy Pearce,16,FD,1967-10-05,1.0,2012-04-13,20000000.0,14326865.0,33943049.0
Lolita,Frank Langella,25,Gold.,1938-01-01,1.0,1998-07-22,55000000.0,1147784.0,1147784.0
Lolita,Jeremy Irons,20,Gold.,1948-09-19,1.0,1998-07-22,55000000.0,1147784.0,1147784.0
London,Isla Fisher,15,IDP,1976-02-03,0.0,2006-02-10,2000000.0,12667.0,12667.0
London,Jason Statham,30,IDP,1967-07-26,1.0,2006-02-10,2000000.0,12667.0,12667.0
London,Jessica Biel,21,IDP,1982-03-03,0.0,2006-02-10,2000000.0,12667.0,12667.0
London,Kat Dennings,-,IDP,1986-06-13,0.0,2006-02-10,2000000.0,12667.0,12667.0
London,Paula Patton,-,IDP,1975-12-05,0.0,2006-02-10,2000000.0,12667.0,12667.0
London Has Fallen,Aaron Eckhart,7,Focus,1968-03-12,1.0,2016-03-04,105000000.0,61401210.0,182111694.0
London Has Fallen,Angela Bassett,9,Focus,1958-08-16,0.0,2016-03-04,105000000.0,61401210.0,182111694.0
London Has Fallen,Gerard Butler,12,Focus,1969-11-13,1.0,2016-03-04,105000000.0,61401210.0,182111694.0
London Has Fallen,Jackie Earle Haley,8,Focus,1961-07-14,1.0,2016-03-04,105000000.0,61401210.0,182111694.0
London Has Fallen,Melissa Leo,9,Focus,1960-09-14,0.0,2016-03-04,105000000.0,61401210.0,182111694.0
London Has Fallen,Morgan Freeman,30,Focus,1937-06-01,1.0,2016-03-04,105000000.0,61401210.0,182111694.0
London Has Fallen,Radha Mitchell,7,Focus,1973-11-12,0.0,2016-03-04,105000000.0,61401210.0,182111694.0
Lone Star,Chris Cooper,20,SPC,1951-07-09,1.0,1996-06-21,5000000.0,12952403.0,12952403.0
Lone Star,Frances McDormand,18,SPC,1957-06-23,0.0,1996-06-21,5000000.0,12952403.0,12952403.0
Lone Star,Matthew McConaughey,21,SPC,1969-11-04,1.0,1996-06-21,5000000.0,12952403.0,12952403.0
Lone Survivor,Ben Foster,1,Uni.,1980-10-29,1.0,2013-12-25,40000000.0,125095601.0,149804632.0
Lone Survivor,Eric Bana,5,Uni.,1968-08-09,1.0,2013-12-25,40000000.0,125095601.0,149804632.0
Lone Survivor,Mark Wahlberg,8,Uni.,1971-06-05,1.0,2013-12-25,40000000.0,125095601.0,149804632.0
Lone Survivor,Taylor Kitsch,2,Uni.,1981-04-08,1.0,2013-12-25,40000000.0,125095601.0,149804632.0
Lonesome Jim,Casey Affleck,19,IFC,1975-08-12,1.0,2006-03-24,500000.0,154187.0,602789.0
Lonesome Jim,Liv Tyler,22,IFC,1977-07-01,0.0,2006-03-24,500000.0,154187.0,602789.0
Looney Tunes: Back in Action,Brendan Fraser,14,WB,1968-12-03,1.0,2003-11-14,80000000.0,20950820.0,54540662.0
Looper,Bruce Willis,27,TriS,1955-03-19,1.0,2012-09-28,30000000.0,66486205.0,170466405.0
Looper,Emily Blunt,6,TriS,1983-02-23,0.0,2012-09-28,30000000.0,66486205.0,170466405.0
Looper,Paul Dano,5,TriS,1984-06-19,1.0,2012-09-28,30000000.0,66486205.0,170466405.0
Looper,Piper Perabo,5,TriS,1976-10-31,0.0,2012-09-28,30000000.0,66486205.0,170466405.0
